"Batch","Character","Page","Section","File","FullPath"
"B","Boo Boo Bear Grin","boo-boo-bear-grin.html","Original Drawing","Boo Boo Bear Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Boo Boo Bear Grin ORIGINAL.jpg"
"B","Boo Boo Bear Grin","boo-boo-bear-grin.html","Digitized Versions","Boo Boo Bear Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Boo Boo Bear Grin B&W.jpg"
"B","Boo Boo Bear Grin","boo-boo-bear-grin.html","Digitized Versions","Boo Boo Bear Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Boo Boo Bear Grin COLOR.jpg"
"B","Bored Ape Cowboy Grin","bored-ape-cowboy-grin.html","Digitized Versions","Bored Ape Cowboy Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bored Ape Cowboy Grin COLOR.jpg"
"B","Bored Ape Grin","bored-ape-grin.html","Digitized Versions","Bored Ape Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bored Ape Grin B&W.jpg"
"B","Bored Ape Grin","bored-ape-grin.html","Digitized Versions","Bored Ape Cowboy Grin COLOR 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bored Ape Cowboy Grin COLOR 2.jpg"
"B","B-Rex Grin","b-rex-grin.html","Original Drawing","B-Rex Grin front ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\B-Rex Grin front ORIGINAL.jpg"
"B","B-Rex Grin","b-rex-grin.html","Original Drawing","B-Rex Grin side ORIGINAL COLOR  1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\B-Rex Grin side ORIGINAL COLOR  1.jpg"
"B","B-Rex Grin","b-rex-grin.html","Original Drawing","B-Rex Grin side ORIGINAL COLOR 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\B-Rex Grin side ORIGINAL COLOR 2.jpg"
"B","B-Rex Grin","b-rex-grin.html","Digitized Versions","B-Rex Grin side B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\B-Rex Grin side B&W.jpg"
"B","B-Rex Grin","b-rex-grin.html","Digitized Versions","B-Rex Grin side COLOR 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\B-Rex Grin side COLOR 1.jpg"
"B","B-Rex Grin","b-rex-grin.html","Digitized Versions","B-Rex Grin side COLOR 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\B-Rex Grin side COLOR 2.jpg"
"B","B-Rex Grin","b-rex-grin.html","Collector Cards","B-Rex Grin ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\B-Rex Grin ORIGINAL COLOR.jpg"
"B","Bugs Grin","bugs-grin.html","Original Drawing","Bugs Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bugs Grin ORIGINAL.jpg"
"B","Bugs Grin","bugs-grin.html","Digitized Versions","Bugs Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bugs Grin B&W.jpg"
"B","Bugs Grin","bugs-grin.html","Digitized Versions","Bugs Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bugs Grin COLOR.jpg"
"B","Bulldog Grin","bulldog-grin.html","Digitized Versions","Bulldog Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bulldog Grin B&W.jpg"
"B","Bulldog Grin","bulldog-grin.html","Digitized Versions","Bulldog Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bulldog Grin COLOR.jpg"
"B","Businessman Grin","businessman-grin.html","Original Drawing","Businessman grin back ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin back ORIGINAL.jpg"
"B","Businessman Grin","businessman-grin.html","Original Drawing","Businessman grin left side ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin left side ORIGINAL.jpg"
"B","Businessman Grin","businessman-grin.html","Original Drawing","Businessman grin right side ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin right side ORIGINAL.jpg"
"B","Businessman Grin","businessman-grin.html","Original Drawing","Businessman Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman Grin ORIGINAL.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman grin back B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin back B&W.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman grin back COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin back COLOR.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman grin left side B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin left side B&W.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman grin right side B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin right side B&W.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman grin left side COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin left side COLOR.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman grin right side COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman grin right side COLOR.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman Grin B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman Grin B&W.jpg"
"B","Businessman Grin","businessman-grin.html","Digitized Versions","Businessman Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Businessman Grin COLOR.jpg"
