"Action","Page","Detail"
"Removed source card from index","simpsons-family-grins-1.html","Merged into simpsons-family.html"
"Archived merged source page","simpsons-family-grins-1.html","D:\github\ron-english-sketches-and-drawings\Sketches\grins\_archived-merged-pages\cleanup-pass-22-20260508-102305"
"Removed source card from index","simpsons-family-grins-2.html","Merged into simpsons-family.html"
"Archived merged source page","simpsons-family-grins-2.html","D:\github\ron-english-sketches-and-drawings\Sketches\grins\_archived-merged-pages\cleanup-pass-22-20260508-102305"
"Updated index thumbnail","simpsons-family.html","Simpsons Family Grins 1 ORIGINAL.jpg"
"Merged image into target page","slo-moe-grin.html","Slo Moe Grin Portrait B&W.jpg"
"Merged image into target page","slo-moe-grin.html","Slo Moe Grin portrait closeup ORIGINAL.jpg"
"Merged image into target page","slo-moe-grin.html","Slo Moe Grin Portrait COLOR.jpg"
"Merged image into target page","slo-moe-grin.html","Slo Moe Grin portrait ORIGINAL.jpg"
"Merged image into target page","slo-moe-grin.html","Slow Moe Grin B&W.jpg"
"Merged image into target page","slo-moe-grin.html","Slow Moe Grin COLOR.jpg"
"Removed source card from index","slow-moe-grin.html","Merged into slo-moe-grin.html"
"Archived merged source page","slow-moe-grin.html","D:\github\ron-english-sketches-and-drawings\Sketches\grins\_archived-merged-pages\cleanup-pass-22-20260508-102305"
"Updated index thumbnail","slo-moe-grin.html","Slo Moe Grin Portrait COLOR.jpg"
"Updated index thumbnail","scooby-doo-grin.html","Scooby Doo Grin COLOR.jpg"
"Updated index thumbnail","shark-grin-hotrod.html","Shark Grin Hotrod COLOR.jpg"
"Updated index thumbnail","slushsquatch-grin.html","Slushsquatch Grin COLOR.jpg"
"Updated index thumbnail","smack-crack-pop-grin.html","Smack, Crack, Pop Grin COLOR.jpg"
"Updated index thumbnail","smiley-face-dog-grin-newcastle.html","Smiley Face Dog Grin Newcastle B&W.jpg"
"Updated index thumbnail","smurf-grin.html","Smurf Grin COLOR.jpg"
"Updated index thumbnail","sever-fairy-landshark-grin-mickey-fin.html","Sever Fairy Landshark Grin (Mickey Fin) COLOR.jpg"
