"Action","Page","Detail"
"Merged image into target page","homer-grin.html","Homer Grin headshot side ORIGINAL.jpg"
"Merged image into target page","homer-grin.html","Homer Grin ORIGINAL COLOR.png"
"Merged image into target page","homer-grin.html","Homer grin version 2 back B&W.jpg"
"Merged image into target page","homer-grin.html","Homer grin version 2 back COLOR.jpg"
"Merged image into target page","homer-grin.html","Homer grin version 2 back ORIGINAL.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 front B&W.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 front COLOR.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 front ORIGINAL.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 left side B&W.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 left side COLOR.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 left side ORIGINAL.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 right side B&W.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 right side COLOR.jpg"
"Merged image into target page","homer-grin.html","Homer Grin version 2 right side ORIGINAL.jpg"
"Removed source card from index","homer-grin-3.html","Merged into homer-grin.html"
"Archived merged source page","homer-grin-3.html","D:\github\ron-english-sketches-and-drawings\Sketches\grins\_archived-merged-pages\cleanup-pass-12-20260508-092406"
"Removed source card from index","homer-grin-flying.html","Merged into homer-grin.html"
"Archived merged source page","homer-grin-flying.html","D:\github\ron-english-sketches-and-drawings\Sketches\grins\_archived-merged-pages\cleanup-pass-12-20260508-092406"
"Removed source card from index","homer-grin-version-2.html","Merged into homer-grin.html"
"Archived merged source page","homer-grin-version-2.html","D:\github\ron-english-sketches-and-drawings\Sketches\grins\_archived-merged-pages\cleanup-pass-12-20260508-092406"
"Updated index thumbnail","grinnies-on-tv.html","Grinnies on TV COLOR.jpg"
"Updated index thumbnail","grinnies-twins.html","Grinnies Twins COLOR.jpg"
"Updated index thumbnail","grouch-grin.html","Grouch Grin COLOR.jpg"
"Updated index thumbnail","gummy-bear-grin.html","Gummy Bear Grin COLOR.jpg"
"Updated index thumbnail","hawaiian-punch-grin.html","Hawaiian Punch Grin COLOR.jpg"
"Updated index thumbnail","honey-butts-grin.html","Honey Butts Grin COLOR.jpg"
"Updated index thumbnail","hello-kitty-grin.html","Hello Kitty Grin ORIGINAL COLOR.jpg"
"Updated index thumbnail","jake-grin.html","Jake the Dog Grin COLOR.jpg"
