"FileName","FullPath","RelativePathFromRepo","RelativePathFromSketchesImages","FolderRelativeToSketchesImages","CategoryGuess","SubcategoryGuess","Extension","SizeBytes","LastWriteTime","ImageKindGuess","WorkNameGuess","GroupKey","PublicImageURL","GoogleSheetsImageFormula","Width","Height","DimensionStatus"
"Bobsnail COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Bobsnail COLOR.png","images\Sketches\Snails\Bobsnail COLOR.png","Snails\Bobsnail COLOR.png","Snails","Snails","",".png","775101","5/9/2026 8:07:45 AM","Color","Bobsnail","snails|bobsnail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Bobsnail%20COLOR.png","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Bobsnail%20COLOR.png""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Bobsnail%20COLOR.png"",1))","","","Not read"
"Bobsnail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Bobsnail ORIGINAL.jpg","images\Sketches\Snails\Bobsnail ORIGINAL.jpg","Snails\Bobsnail ORIGINAL.jpg","Snails","Snails","",".jpg","677909","5/9/2026 8:07:48 AM","Original","Bobsnail","snails|bobsnail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Bobsnail%20ORIGINAL.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Bobsnail%20ORIGINAL.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Bobsnail%20ORIGINAL.jpg"",1))","","","Not read"
"Cocksnail B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Cocksnail B&W.png","images\Sketches\Snails\Cocksnail B&W.png","Snails\Cocksnail B&W.png","Snails","Snails","",".png","118918","5/10/2026 6:57:57 AM","Main or unclassified","Cocksnail B&W","snails|cocksnail b and w","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20B%26W.png","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20B%26W.png""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20B%26W.png"",1))","","","Not read"
"Cocksnail COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Cocksnail COLOR.png","images\Sketches\Snails\Cocksnail COLOR.png","Snails\Cocksnail COLOR.png","Snails","Snails","",".png","823886","5/9/2026 8:07:46 AM","Color","Cocksnail","snails|cocksnail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20COLOR.png","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20COLOR.png""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20COLOR.png"",1))","","","Not read"
"Cocksnail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Cocksnail ORIGINAL.jpg","images\Sketches\Snails\Cocksnail ORIGINAL.jpg","Snails\Cocksnail ORIGINAL.jpg","Snails","Snails","",".jpg","618192","5/9/2026 8:07:49 AM","Original","Cocksnail","snails|cocksnail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20ORIGINAL.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20ORIGINAL.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Cocksnail%20ORIGINAL.jpg"",1))","","","Not read"
"Dale Snail B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Dale Snail B&W.png","images\Sketches\Snails\Dale Snail B&W.png","Snails\Dale Snail B&W.png","Snails","Snails","",".png","86029","5/10/2026 6:59:32 AM","Main or unclassified","Dale Snail B&W","snails|dale snail b and w","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20B%26W.png","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20B%26W.png""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20B%26W.png"",1))","","","Not read"
"Dale Snail COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Dale Snail COLOR.jpg","images\Sketches\Snails\Dale Snail COLOR.jpg","Snails\Dale Snail COLOR.jpg","Snails","Snails","",".jpg","257105","5/10/2026 7:00:27 AM","Color","Dale Snail","snails|dale snail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20COLOR.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20COLOR.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20COLOR.jpg"",1))","","","Not read"
"Dale Snail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Dale Snail ORIGINAL.jpg","images\Sketches\Snails\Dale Snail ORIGINAL.jpg","Snails\Dale Snail ORIGINAL.jpg","Snails","Snails","",".jpg","654362","5/9/2026 8:07:50 AM","Original","Dale Snail","snails|dale snail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20ORIGINAL.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20ORIGINAL.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Dale%20Snail%20ORIGINAL.jpg"",1))","","","Not read"
"Fairy Snail B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Fairy Snail B&W.jpg","images\Sketches\Snails\Fairy Snail B&W.jpg","Snails\Fairy Snail B&W.jpg","Snails","Snails","",".jpg","341529","5/10/2026 7:00:58 AM","Main or unclassified","Fairy Snail B&W","snails|fairy snail b and w","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Fairy%20Snail%20B%26W.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Fairy%20Snail%20B%26W.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Fairy%20Snail%20B%26W.jpg"",1))","","","Not read"
"Fairy Snail COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Fairy Snail COLOR.jpg","images\Sketches\Snails\Fairy Snail COLOR.jpg","Snails\Fairy Snail COLOR.jpg","Snails","Snails","",".jpg","384419","5/10/2026 7:00:10 AM","Color","Fairy Snail","snails|fairy snail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Fairy%20Snail%20COLOR.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Fairy%20Snail%20COLOR.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Fairy%20Snail%20COLOR.jpg"",1))","","","Not read"
"Pony Snail B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Pony Snail B&W.jpg","images\Sketches\Snails\Pony Snail B&W.jpg","Snails\Pony Snail B&W.jpg","Snails","Snails","",".jpg","891439","5/10/2026 6:58:41 AM","Main or unclassified","Pony Snail B&W","snails|pony snail b and w","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20B%26W.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20B%26W.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20B%26W.jpg"",1))","","","Not read"
"Pony Snail COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Pony Snail COLOR.jpg","images\Sketches\Snails\Pony Snail COLOR.jpg","Snails\Pony Snail COLOR.jpg","Snails","Snails","",".jpg","119836","5/10/2026 7:01:20 AM","Color","Pony Snail","snails|pony snail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20COLOR.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20COLOR.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20COLOR.jpg"",1))","","","Not read"
"Pony Snail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Pony Snail ORIGINAL.jpg","images\Sketches\Snails\Pony Snail ORIGINAL.jpg","Snails\Pony Snail ORIGINAL.jpg","Snails","Snails","",".jpg","816679","5/9/2026 8:07:50 AM","Original","Pony Snail","snails|pony snail","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20ORIGINAL.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20ORIGINAL.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Pony%20Snail%20ORIGINAL.jpg"",1))","","","Not read"
"Snailien King COLOR 1.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King COLOR 1.png","images\Sketches\Snails\Snailien King COLOR 1.png","Snails\Snailien King COLOR 1.png","Snails","Snails","",".png","779545","5/9/2026 8:07:51 AM","Color","Snailien King 1","snails|snailien king 1","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%201.png","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%201.png""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%201.png"",1))","","","Not read"
"Snailien King COLOR 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King COLOR 2.jpg","images\Sketches\Snails\Snailien King COLOR 2.jpg","Snails\Snailien King COLOR 2.jpg","Snails","Snails","",".jpg","447537","5/10/2026 7:01:41 AM","Color","Snailien King 2","snails|snailien king 2","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%202.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%202.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%202.jpg"",1))","","","Not read"
"Snailien King COLOR 3.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King COLOR 3.png","images\Sketches\Snails\Snailien King COLOR 3.png","Snails\Snailien King COLOR 3.png","Snails","Snails","",".png","810548","5/9/2026 8:07:51 AM","Color","Snailien King 3","snails|snailien king 3","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%203.png","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%203.png""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20COLOR%203.png"",1))","","","Not read"
"Snailien King ORIGINAL 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King ORIGINAL 1.jpg","images\Sketches\Snails\Snailien King ORIGINAL 1.jpg","Snails\Snailien King ORIGINAL 1.jpg","Snails","Snails","",".jpg","23061","5/10/2026 6:56:00 AM","Original","Snailien King 1","snails|snailien king 1","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20ORIGINAL%201.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20ORIGINAL%201.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20ORIGINAL%201.jpg"",1))","","","Not read"
"Snailien King ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King ORIGINAL.jpg","images\Sketches\Snails\Snailien King ORIGINAL.jpg","Snails\Snailien King ORIGINAL.jpg","Snails","Snails","",".jpg","814629","5/9/2026 8:07:51 AM","Original","Snailien King","snails|snailien king","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20ORIGINAL.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20ORIGINAL.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailien%20King%20ORIGINAL.jpg"",1))","","","Not read"
"Snailmobile B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailmobile B&W.png","images\Sketches\Snails\Snailmobile B&W.png","Snails\Snailmobile B&W.png","Snails","Snails","",".png","650829","5/9/2026 8:07:46 AM","Main or unclassified","Snailmobile B&W","snails|snailmobile b and w","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailmobile%20B%26W.png","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailmobile%20B%26W.png""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailmobile%20B%26W.png"",1))","","","Not read"
"Snailmobile COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailmobile COLOR.jpg","images\Sketches\Snails\Snailmobile COLOR.jpg","Snails\Snailmobile COLOR.jpg","Snails","Snails","",".jpg","544962","5/10/2026 6:57:15 AM","Color","Snailmobile","snails|snailmobile","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailmobile%20COLOR.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailmobile%20COLOR.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snailmobile%20COLOR.jpg"",1))","","","Not read"
"Snails Family Icon COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snails Family Icon COLOR.jpg","images\Sketches\Snails\Snails Family Icon COLOR.jpg","Snails\Snails Family Icon COLOR.jpg","Snails","Snails","",".jpg","164167","5/10/2026 6:59:17 AM","Color","Snails Family Icon","snails|snails family icon","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snails%20Family%20Icon%20COLOR.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snails%20Family%20Icon%20COLOR.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/Snails/Snails%20Family%20Icon%20COLOR.jpg"",1))","","","Not read"
"snails-hero.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\snails-hero.jpg","images\Sketches\snails-hero.jpg","snails-hero.jpg","","(root)","",".jpg","197434","5/6/2026 6:18:37 AM","Main or unclassified","snails hero","|snails hero","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/snails-hero.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/snails-hero.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/snails-hero.jpg"",1))","","","Not read"
"tots-hero.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\tots-hero.jpg","images\Sketches\tots-hero.jpg","tots-hero.jpg","","(root)","",".jpg","137560","5/6/2026 6:18:37 AM","Main or unclassified","tots hero","|tots hero","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/tots-hero.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/tots-hero.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/tots-hero.jpg"",1))","","","Not read"
"tvities-hero.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\tvities-hero.jpg","images\Sketches\tvities-hero.jpg","tvities-hero.jpg","","(root)","",".jpg","114312","5/6/2026 6:18:37 AM","Main or unclassified","tvities hero","|tvities hero","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/tvities-hero.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/tvities-hero.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/tvities-hero.jpg"",1))","","","Not read"
"ungulates-hero.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\ungulates-hero.jpg","images\Sketches\ungulates-hero.jpg","ungulates-hero.jpg","","(root)","",".jpg","96565","5/6/2026 6:18:37 AM","Main or unclassified","ungulates hero","|ungulates hero","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/ungulates-hero.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/ungulates-hero.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/ungulates-hero.jpg"",1))","","","Not read"
"words-and-phrases-hero.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\words-and-phrases-hero.jpg","images\Sketches\words-and-phrases-hero.jpg","words-and-phrases-hero.jpg","","(root)","",".jpg","146478","5/6/2026 6:18:37 AM","Main or unclassified","words and phrases hero","|words and phrases hero","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/words-and-phrases-hero.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/words-and-phrases-hero.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/words-and-phrases-hero.jpg"",1))","","","Not read"
"yin-yangs-hero.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\yin-yangs-hero.jpg","images\Sketches\yin-yangs-hero.jpg","yin-yangs-hero.jpg","","(root)","",".jpg","72574","5/6/2026 6:18:37 AM","Main or unclassified","yin yangs hero","|yin yangs hero","https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/yin-yangs-hero.jpg","=IF(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/yin-yangs-hero.jpg""="""","""",IMAGE(""https://ronenglish-archive.github.io/ron-english-sketches-and-drawings/images/Sketches/yin-yangs-hero.jpg"",1))","","","Not read"
