"RelativePath","FullPath","Exists","FileCount","FolderCount","SizeBytes","SizeReadable","Reason","FoundIn","OriginalReference"
"Sketches","D:\github\ron-english-sketches-and-drawings\Sketches","True","2531","1809","22674017","21.62 MB","Container folder for bridge page","Script baseline","Sketches"
