"FileName","Extension","SizeKB","UsedOnAnyGrinsHtmlPage","ProposedCharacter","ProposedPageFile","ProposedSection","PageAlreadyExists","ProposedAction","ReviewNotes","FullPath"
"Rabbbit Grin COLOR (2).jpg",".jpg","380.4","False","Rabbbit Grin","rabbbit-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Grin COLOR (2).jpg"
"Rabbbit Grin mouth B&W.jpg",".jpg","310.2","False","Rabbbit Grin mouth","rabbbit-grin-mouth.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Grin mouth B&W.jpg"
"Rabbbit Grin Mouth COLOR.jpg",".jpg","272.1","False","Rabbbit Grin Mouth","rabbbit-grin-mouth.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Grin Mouth COLOR.jpg"
"Rabbbit Grin version 2 back B&W.jpg",".jpg","282.4","False","Rabbbit Grin version 2","rabbbit-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Grin version 2 back B&W.jpg"
"Rabbbit Grin version 2 back COLOR.jpg",".jpg","380.6","False","Rabbbit Grin version 2","rabbbit-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Grin version 2 back COLOR.jpg"
"Rabbbit Grin version 2 three quarters B&W.jpg",".jpg","366.5","False","Rabbbit Grin version 2","rabbbit-grin-version-2.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Grin version 2 three quarters B&W.jpg"
"Rabbbit Skull Grin COLOR.jpg",".jpg","279.5","False","Rabbbit Skull Grin","rabbbit-skull-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit Skull Grin COLOR.jpg"
"Rabbbit with Fangs side B&W.jpg",".jpg","278.4","False","Rabbbit with Fangs","rabbbit-with-fangs.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbbit with Fangs side B&W.jpg"
"Rabbit Grin 2 B&W.jpg",".jpg","429.8","False","Rabbit Grin 2","rabbit-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbit Grin 2 B&W.jpg"
"Rabbit Grin B&W.jpg",".jpg","346.6","False","Rabbit Grin","rabbit-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbit Grin B&W.jpg"
"Rabbit Grin COLOR.jpg",".jpg","295.1","False","Rabbit Grin","rabbit-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rabbit Grin COLOR.jpg"
"Richie Grin COLOR.jpg",".jpg","494.2","False","Richie Grin","richie-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Richie Grin COLOR.jpg"
"Richie Grin ORIGINAL COLOR 2.jpg",".jpg","133.1","False","Richie Grin","richie-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Richie Grin ORIGINAL COLOR 2.jpg"
"Ring Racer 1 ORIGINAL COLOR.png",".png","328.6","False","Ring Racer 1","ring-racer-1.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 1 ORIGINAL COLOR.png"
"Ring Racer 2 ORIGINAL COLOR.png",".png","347.7","False","Ring Racer 2","ring-racer-2.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 2 ORIGINAL COLOR.png"
"Ring Racer 3 ORIGINAL COLOR.jpg",".jpg","333.6","False","Ring Racer 3","ring-racer-3.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 3 ORIGINAL COLOR.jpg"
"Ring Racer 4 ORIGINAL COLOR.jpg",".jpg","342.8","False","Ring Racer 4","ring-racer-4.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 4 ORIGINAL COLOR.jpg"
"Ring Racer 5 ORIGINAL COLOR.jpg",".jpg","217.1","False","Ring Racer 5","ring-racer-5.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 5 ORIGINAL COLOR.jpg"
"Ring Racer 5 ORIGINAL COLOR.png",".png","352","False","Ring Racer 5","ring-racer-5.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 5 ORIGINAL COLOR.png"
"Ring Racer 6 ORIGINAL COLOR.png",".png","347.6","False","Ring Racer 6","ring-racer-6.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 6 ORIGINAL COLOR.png"
"Ring Racer 7 ORIGINAL COLOR.png",".png","347.2","False","Ring Racer 7","ring-racer-7.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 7 ORIGINAL COLOR.png"
"Ring Racer 8 ORIGINAL COLOR.png",".png","333.2","False","Ring Racer 8","ring-racer-8.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 8 ORIGINAL COLOR.png"
"Ring Racer 9 ORIGINAL COLOR.png",".png","323.8","False","Ring Racer 9","ring-racer-9.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer 9 ORIGINAL COLOR.png"
"Ring Racer ORIGINAL COLOR.1.jpg",".jpg","230.9","False","Ring Racer ORIGINAL COLOR.1","ring-racer-original-color-1.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer ORIGINAL COLOR.1.jpg"
"Ring Racer ORIGINAL COLOR.jpg",".jpg","466.7","False","Ring Racer","ring-racer.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ring Racer ORIGINAL COLOR.jpg"
"Robbie Spray Grin B&W.jpg",".jpg","447.3","False","Robbie Spray Grin","robbie-spray-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Robbie Spray Grin B&W.jpg"
"Robbie Spray Grin ORIGINAL.jpg",".jpg","136.4","False","Robbie Spray Grin","robbie-spray-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Robbie Spray Grin ORIGINAL.jpg"
"Robby Robot Grin COLOR.jpg",".jpg","318.6","False","Robby Robot Grin","robby-robot-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Robby Robot Grin COLOR.jpg"
"Ron Grin Face Icon ORIGINAL COLOR.jpg",".jpg","194.2","False","Ron Grin Face Icon","ron-grin-face-icon.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Ron Grin Face Icon ORIGINAL COLOR.jpg"
"Rosie Jetson Grin B&W.jpg",".jpg","479.6","False","Rosie Jetson Grin","rosie-jetson-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rosie Jetson Grin B&W.jpg"
"Rosie Jetson Grin COLOR.jpg",".jpg","377.8","False","Rosie Jetson Grin","rosie-jetson-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rosie Jetson Grin COLOR.jpg"
"Rugrat Grin B&W.jpg",".jpg","306.8","False","Rugrat Grin","rugrat-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rugrat Grin B&W.jpg"
"Rugrat Grin COLOR.jpg",".jpg","529.4","False","Rugrat Grin","rugrat-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Rugrat Grin COLOR.jpg"
"Santa Cruz Hand Grin B&W.jpg",".jpg","332.1","False","Santa Cruz Hand Grin","santa-cruz-hand-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Santa Cruz Hand Grin B&W.jpg"
"Santa Grin 1 B&W.jpg",".jpg","466.7","False","Santa Grin 1","santa-grin-1.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Santa Grin 1 B&W.jpg"
"Santa Grin 1 ORIGINAL COLOR.jpg",".jpg","168.1","False","Santa Grin 1","santa-grin-1.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Santa Grin 1 ORIGINAL COLOR.jpg"
"Santa Grin 2 B&W.jpg",".jpg","444.2","False","Santa Grin 2","santa-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Santa Grin 2 B&W.jpg"
"Santa Grin 3 B&W.jpg",".jpg","358.7","False","Santa Grin 3","santa-grin-3.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Santa Grin 3 B&W.jpg"
"Santa Grin 3 COLOR.jpg",".jpg","276.6","False","Santa Grin 3","santa-grin-3.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Santa Grin 3 COLOR.jpg"
"Scooby Doo Grin B&W.jpg",".jpg","335.2","False","Scooby Doo Grin","scooby-doo-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Scooby Doo Grin B&W.jpg"
"Scooby Doo Grin COLOR.jpg",".jpg","298.3","False","Scooby Doo Grin","scooby-doo-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Scooby Doo Grin COLOR.jpg"
"Scream Grin B&W.jpg",".jpg","339.9","False","Scream Grin","scream-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Scream Grin B&W.jpg"
"Sever Fairy Landshark Grin (Mickey Fin) B&W.png",".png","62.2","False","Sever Fairy Landshark Grin (Mickey Fin)","sever-fairy-landshark-grin-mickey-fin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Sever Fairy Landshark Grin (Mickey Fin) B&W.png"
"Sever Fairy Landshark Grin Front (Mickey Fin) COLOR.png",".png","203","False","Sever Fairy Landshark Grin Front (Mickey Fin)","sever-fairy-landshark-grin-front-mickey-fin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Sever Fairy Landshark Grin Front (Mickey Fin) COLOR.png"
"Sever Fairy Landshark Grin three quarters png.jpg",".jpg","330.6","False","Sever Fairy Landshark Grin three quarters png","sever-fairy-landshark-grin-three-quarters-png.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Sever Fairy Landshark Grin three quarters png.jpg"
"Shark Grin B&W.jpg",".jpg","358.1","False","Shark Grin","shark-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Shark Grin B&W.jpg"
"Shark Grin Hotrod COLOR.jpg",".jpg","224","False","Shark Grin Hotrod","shark-grin-hotrod.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Shark Grin Hotrod COLOR.jpg"
"Shark Man Grin B&W.jpg",".jpg","59.3","False","Shark Man Grin","shark-man-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Shark Man Grin B&W.jpg"
"Skeleton Grin front B&W.jpg",".jpg","481.8","False","Skeleton Grin","skeleton-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Skeleton Grin front B&W.jpg"
"Skeleton Grin side B&W.jpg",".jpg","406.6","False","Skeleton Grin","skeleton-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Skeleton Grin side B&W.jpg"
"Slo Moe Grin Portrait B&W.jpg",".jpg","64","False","Slo Moe Grin","slo-moe-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Slo Moe Grin Portrait B&W.jpg"
"Slow Moe Grin B&W.jpg",".jpg","364.8","False","Slow Moe Grin","slow-moe-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Slow Moe Grin B&W.jpg"
"Slushsquatch Grin B&W.jpg",".jpg","286","False","Slushsquatch Grin","slushsquatch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Slushsquatch Grin B&W.jpg"
"Slushsquatch Grin COLOR.jpg",".jpg","402.7","False","Slushsquatch Grin","slushsquatch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Slushsquatch Grin COLOR.jpg"
"Smack, Crack, Pop Grin B&W.jpg",".jpg","468.7","False","Smack, Crack, Pop Grin","smack-crack-pop-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smack, Crack, Pop Grin B&W.jpg"
"Smack, Crack, Pop Grin COLOR.jpg",".jpg","362.2","False","Smack, Crack, Pop Grin","smack-crack-pop-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smack, Crack, Pop Grin COLOR.jpg"
"Smiley Face Dog Grin Newcastle B&W.jpg",".jpg","387.5","False","Smiley Face Dog Grin Newcastle","smiley-face-dog-grin-newcastle.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smiley Face Dog Grin Newcastle B&W.jpg"
"Smoking Grin B&W.jpg",".jpg","390","False","Smoking Grin","smoking-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smoking Grin B&W.jpg"
"Smoking Grin COLOR.jpg",".jpg","407.5","False","Smoking Grin","smoking-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smoking Grin COLOR.jpg"
"Smoking Grin ORIGINAL COLOR 2.jpg",".jpg","95.1","False","Smoking Grin","smoking-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smoking Grin ORIGINAL COLOR 2.jpg"
"Smoking Grin ORIGINAL COLOR.1.jpg",".jpg","290.5","False","Smoking Grin ORIGINAL COLOR.1","smoking-grin-original-color-1.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smoking Grin ORIGINAL COLOR.1.jpg"
"Smoking Grin ORIGINAL COLOR.jpg",".jpg","222.6","False","Smoking Grin","smoking-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smoking Grin ORIGINAL COLOR.jpg"
"Smurf Grin B&W.jpg",".jpg","299.6","False","Smurf Grin","smurf-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smurf Grin B&W.jpg"
"Smurf Grin COLOR.jpg",".jpg","504.9","False","Smurf Grin","smurf-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smurf Grin COLOR.jpg"
"Smurfette Grin B&W.jpg",".jpg","431.8","False","Smurfette Grin","smurfette-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smurfette Grin B&W.jpg"
"Smurfette Grin ORIGINAL COLOR.jpg",".jpg","180.1","False","Smurfette Grin","smurfette-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Smurfette Grin ORIGINAL COLOR.jpg"
"Snoopy Grin B&W.jpg",".jpg","263.6","False","Snoopy Grin","snoopy-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Grin B&W.jpg"
"Snoopy Grin back B&W.jpg",".jpg","308.5","False","Snoopy Grin","snoopy-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Grin back B&W.jpg"
"Snoopy Grin back COLOR.1.jpg",".jpg","398.2","False","Snoopy Grin back COLOR.1","snoopy-grin-back-color-1.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Grin back COLOR.1.jpg"
"Snoopy Grin back COLOR.jpg",".jpg","289.6","False","Snoopy Grin","snoopy-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Grin back COLOR.jpg"
"Snoopy Grin COLOR.jpg",".jpg","317","False","Snoopy Grin","snoopy-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Grin COLOR.jpg"
"Snoopy Grin front B&W.jpg",".jpg","438.7","False","Snoopy Grin","snoopy-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Grin front B&W.jpg"
"Snoopy Grin ORIGINAL COLOR.jpg",".jpg","109.4","False","Snoopy Grin","snoopy-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Snoopy Grin ORIGINAL COLOR.jpg"
"Sock Monkey Grin COLOR.jpg",".jpg","339.5","False","Sock Monkey Grin","sock-monkey-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Sock Monkey Grin COLOR.jpg"
"Sock Monkey Grin ORIGINAL COLOR 1.jpg",".jpg","145.1","False","Sock Monkey Grin","sock-monkey-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Sock Monkey Grin ORIGINAL COLOR 1.jpg"
"Sonic Grin COLOR.jpg",".jpg","328.6","False","Sonic Grin","sonic-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Sonic Grin COLOR.jpg"
"Space Shark Grin ORIGINAL.jpg",".jpg","84.1","False","Space Shark Grin","space-shark-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Space Shark Grin ORIGINAL.jpg"
"Spaz Grin ORIGINAL COLOR.jpg",".jpg","216.7","False","Spaz Grin","spaz-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Spaz Grin ORIGINAL COLOR.jpg"
"Speak More Evil Grin B&W.jpg",".jpg","358.6","False","Speak More Evil Grin","speak-more-evil-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Speak More Evil Grin B&W.jpg"
"Spitting Grin B&W.jpg",".jpg","248.8","False","Spitting Grin","spitting-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Spitting Grin B&W.jpg"
"Spitting Grin COLOR.jpg",".jpg","418.2","False","Spitting Grin","spitting-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Spitting Grin COLOR.jpg"
"Spongebob Grin B&W.jpg",".jpg","438.3","False","Spongebob Grin","spongebob-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Spongebob Grin B&W.jpg"
"Spongebob Grin ORIGINAL COLOR.jpg",".jpg","79.8","False","Spongebob Grin","spongebob-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Spongebob Grin ORIGINAL COLOR.jpg"
"Squirrel Squirt Grin B&W.jpg",".jpg","237.6","False","Squirrel Squirt Grin","squirrel-squirt-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Squirrel Squirt Grin B&W.jpg"
"squirrel squirt grin head - B&W - trace girl - png.jpg",".jpg","275.4","False","squirrel squirt grin head - B&W - trace girl - png","squirrel-squirt-grin-head-b-and-w-trace-girl-png.html","Digitized Versions","False","Likely create new page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\squirrel squirt grin head - B&W - trace girl - png.jpg"
"Staples Pigeon Grin front B&W.jpg",".jpg","422.4","False","Staples Pigeon Grin","staples-pigeon-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Staples Pigeon Grin front B&W.jpg"
"Staples Pigeon Grin front COLOR.jpg",".jpg","507.4","False","Staples Pigeon Grin","staples-pigeon-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Staples Pigeon Grin front COLOR.jpg"
"Staples Pigeon Grin side B&W.jpg",".jpg","456.9","False","Staples Pigeon Grin","staples-pigeon-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Staples Pigeon Grin side B&W.jpg"
"Starskull Trooper Grin B&W.jpg",".jpg","437.4","False","Starskull Trooper Grin","starskull-trooper-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Starskull Trooper Grin B&W.jpg"
"Starskull Trooper Grin COLOR.jpg",".jpg","297.9","False","Starskull Trooper Grin","starskull-trooper-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Starskull Trooper Grin COLOR.jpg"
"Stewie Grin B&W.jpg",".jpg","326.5","False","Stewie Grin","stewie-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Stewie Grin B&W.jpg"
"Stewie Grin COLOR.jpg",".jpg","388.7","False","Stewie Grin","stewie-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Stewie Grin COLOR.jpg"
"Stitch Grin COLOR.jpg",".jpg","444.7","False","Stitch Grin","stitch-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Stitch Grin COLOR.jpg"
"Stitch Grin ORIGINAL COLOR.jpg",".jpg","132","False","Stitch Grin","stitch-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Stitch Grin ORIGINAL COLOR.jpg"
"Stormtrooper Grin B&W.jpg",".jpg","299.8","False","Stormtrooper Grin","stormtrooper-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Stormtrooper Grin B&W.jpg"
