"Status","SourceFile","OutputFile","SourceSizeKB","OutputSizeKB","Error"
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Grinnie and Friends ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Grinnie and Friends ORIGINAL.jpg","745.9","201.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Grinnie and Friends totem pole ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Grinnie and Friends totem pole ORIGINAL.jpg","1864.6","152",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Gruntled Postal Workers ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Gruntled Postal Workers ORIGINAL.jpg","13316.3","245.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica Characters New ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica Characters New ORIGINAL.jpg","1132.5","147.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica Characters ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica Characters ORIGINAL.jpg","6233.6","263.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica NFT Forlorn Unicorn back ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica NFT Forlorn Unicorn back ORIGINAL.jpg","5170.9","222.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica NFT Forlorn Unicorn front ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica NFT Forlorn Unicorn front ORIGINAL.jpg","8586.5","292.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica NFT sketch ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica NFT sketch ORIGINAL.jpg","12281.9","253.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica Reversed ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica Reversed ORIGINAL.jpg","576.6","132.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica side 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica side 1.jpg","2767.3","219.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica side 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica side 2.jpg","3492.5","359.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica sketch 1 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica sketch 1 ORIGINAL.jpg","2734.3","281.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica sketch 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica sketch 2 ORIGINAL.jpg","2456","241.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Guernica Sketch ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Guernica Sketch ORIGINAL.jpg","353.9","103.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Hold That Thought B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Hold That Thought B&W.jpg","1202.7","114.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Hold That Thought COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Hold That Thought COLOR.jpg","1432","111.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Hold That Thought ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Hold That Thought ORIGINAL.jpg","426.5","168.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Hurt Wolf ORIGINAL COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Hurt Wolf ORIGINAL COLOR.jpg","3985.1","213.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\I can't shake this thought B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\I can't shake this thought B&W.jpg","6141.4","261.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\I can't shake this thought COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\I can't shake this thought COLOR.jpg","8786.3","248.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\I can't shake this thought ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\I can't shake this thought ORIGINAL.jpg","2686.2","215.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Just Trying to Read ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Just Trying to Read ORIGINAL.jpg","467.1","137.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Kazakhstan ORIGINAL COLOR.JPG","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Kazakhstan ORIGINAL COLOR.jpg","4871.4","291.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Keep on Truckin 14x17.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Keep on Truckin 14x17.jpg","1646.8","182.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Keep On Truckin' ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Keep On Truckin' ORIGINAL COLOR.jpg","5274.8","191.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Keep On Truckin' ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Keep On Truckin' ORIGINAL.jpg","7439.1","216.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Last Supper 2 B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Last Supper 2 B&W.jpg","3867","180.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Last Supper 3 B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Last Supper 3 B&W.jpg","3180.6","136.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Last Supper 3 COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Last Supper 3 COLOR.jpg","3171","133.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Last Supper 4 B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Last Supper 4 B&W.jpg","4508.9","204.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Last Supper 4 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Last Supper 4 ORIGINAL.jpg","1072.2","201.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Last Supper 5 B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Last Supper 5 B&W.jpg","4279.2","217",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\libtard and nose.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\libtard and nose.jpg","2909.9","284.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Libtard Triggered B&W with snowflake.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Libtard Triggered B&W with snowflake.jpg","1204.3","189.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Libtard Triggered B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Libtard Triggered B&W.jpg","1180","177.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Libtard Triggered COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Libtard Triggered COLOR.jpg","844.7","205.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Libtard Triggered ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Libtard Triggered ORIGINAL.jpg","2822.9","280.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Mandala Partial ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Mandala Partial ORIGINAL.jpg","2115.4","154.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\MC Supersized and Cathy Cowgirl B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\MC Supersized and Cathy Cowgirl B&W.jpg","3667.1","225.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\MC Supersized and Cathy Cowgirl COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\MC Supersized and Cathy Cowgirl COLOR.jpg","5704.2","228.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\MC Supersized and Cathy Cowgirl ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\MC Supersized and Cathy Cowgirl ORIGINAL.jpg","2067.7","169.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Mouse Riding Dragon B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Mouse Riding Dragon B&W.jpg","3032.9","220.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Mouse Riding Dragon COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Mouse Riding Dragon COLOR.jpg","10218.3","252.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Mouse Riding Dragon ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Mouse Riding Dragon ORIGINAL.jpg","2883.4","189.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Mousemask and Friends ORIGINAL.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Mousemask and Friends ORIGINAL.jpg","59879","339.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\My Kid Could Do That ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\My Kid Could Do That ORIGINAL.jpg","1383.3","393.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Orion, Grinnie, and Elefanka B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Orion, Grinnie, and Elefanka B&W.jpg","2490.3","200.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Paws Falla Swirly B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Paws Falla Swirly B&W.jpg","1323.6","147.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Paws Falla Swirly ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Paws Falla Swirly ORIGINAL.jpg","1117.8","171.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Pepe Noveau B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Pepe Noveau B&W.jpg","3449.8","301.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Pepe Noveau COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Pepe Noveau COLOR.jpg","12300.5","319.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Pepe Noveau ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Pepe Noveau ORIGINAL.jpg","1645.2","404.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Pig Blanket B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Pig Blanket B&W.jpg","1307.5","151.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Pig Blanket COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Pig Blanket COLOR.jpg","1806.5","163.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Pig Blanket ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Pig Blanket ORIGINAL.jpg","474.9","182.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\plugmouse ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\plugmouse ORIGINAL.jpg","1796.5","109.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 1 COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 1 COLOR.jpg","4354.5","383.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 1 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 1 ORIGINAL.jpg","2866.7","341",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 2 COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 2 COLOR.jpg","10456.7","468.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 2 ORIGINAL.jpg","3134.3","390.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 3 COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 3 COLOR.jpg","3938.7","237.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 3 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 3 ORIGINAL.jpg","2583.2","258.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 4 B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 4 B&W.jpg","2595.6","281.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 4 COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 4 COLOR.jpg","3933.8","295.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages 4 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages 4 ORIGINAL.jpg","2837.6","285.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages Deer  COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages Deer COLOR.jpg","3423","316.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages Deer B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages Deer B&W.jpg","2614.4","280.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Potato Comic Pages Deer ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Potato Comic Pages Deer ORIGINAL.jpg","2790.3","311.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Poultry Rex and Bunnnie ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Poultry Rex and Bunnnie ORIGINAL.jpg","586.7","271.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\punk and forlorn.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\punk and forlorn.jpg","2705.3","167",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Punk Skunk Guernica sketch 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Punk Skunk Guernica sketch 1.jpg","8660.5","248.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Punk Skunk Guernica sketch 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Punk Skunk Guernica sketch 2.jpg","46260.9","134.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rabbbit Family ORIGINAL COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rabbbit Family ORIGINAL COLOR.jpg","979.7","214.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rabbbit Family ORIGINAL.jpeg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rabbbit Family ORIGINAL.jpg","2935.9","221.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rabbbit Saucer B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rabbbit Saucer B&W.jpg","832","94.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rabbbit Saucer COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rabbbit Saucer COLOR.jpg","1186.2","91.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rabbbit TV ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rabbbit TV ORIGINAL.jpg","6722.6","355.5",""
"Error","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rabbbits Falling Down the Hole ORIGINAL COLOR.tif","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rabbbits Falling Down the Hole ORIGINAL COLOR.jpg","383945.1","","Output file was not created."
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Richmond Guernica 1 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Richmond Guernica 1 ORIGINAL.jpg","769.9","204.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Richmond Guernica 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Richmond Guernica 2 ORIGINAL.jpg","828.4","218",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Robbie & Mousemask B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Robbie & Mousemask B&W.jpg","1469.7","166.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Robbie & Mousemask COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Robbie & Mousemask COLOR.jpg","2030.9","166",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Robbie & Mousemask ORIGINAL.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Robbie & Mousemask ORIGINAL.jpg","7189","227.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Robbie & Mousemask.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Robbie & Mousemask.jpg","1469.7","166.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rock Star Guernica B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rock Star Guernica B&W.jpg","2333","267",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Rock Star Guernica ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Rock Star Guernica ORIGINAL.jpg","2427.5","309.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Ronnnie Noveau B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Ronnnie Noveau B&W.jpg","2612.5","296.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Ronnnie Noveau ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Ronnnie Noveau ORIGINAL.jpg","2183.7","322.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Saturday Morning Cartoon Guernica sketch 1 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Saturday Morning Cartoon Guernica sketch 1 ORIGINAL.jpg","1780.5","162.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Saturday Morning Cartoon Guernica sketch 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Saturday Morning Cartoon Guernica sketch 2 ORIGINAL.jpg","2085.7","201.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Selfie Guernica 1 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Selfie Guernica 1 ORIGINAL.jpg","2401.9","372.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Selfie Guernica 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Selfie Guernica 2 ORIGINAL.jpg","2398.8","380.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Selfie Guernica 3 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Selfie Guernica 3 ORIGINAL.jpg","2416","277.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Selfie Guernica 4 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Selfie Guernica 4 ORIGINAL.jpg","2464","255",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Selfie Guernica 5 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Selfie Guernica 5 ORIGINAL.jpg","2332.9","241.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Selfie Guernica B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Selfie Guernica B&W.jpg","2044.9","194",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Shooting Range sketch ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Shooting Range sketch ORIGINAL.jpg","2532.9","294.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Skeleton Guernica ORIGINAL.JPG","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Skeleton Guernica ORIGINAL.jpg","9357.7","241.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Skunk and Unicorn.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Skunk and Unicorn.jpg","3503.8","150.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Slo Moe and Friends in Rabbit Hole ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Slo Moe and Friends in Rabbit Hole ORIGINAL COLOR.jpg","20779.6","342.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Slo Moe and friends in Rabbit Hole ORIGINAL.tif","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Slo Moe and friends in Rabbit Hole ORIGINAL.jpg","49926.3","408.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\snowflake and forlorn unicorn.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\snowflake and forlorn unicorn.jpg","1529.5","243.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\South Park Last Supper sketch left ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\South Park Last Supper sketch left ORIGINAL.jpg","4912.7","143.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\South Park Last Supper sketch right ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\South Park Last Supper sketch right ORIGINAL.jpg","5373","119.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Southpark Sketch ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Southpark Sketch ORIGINAL.jpg","1158.9","328",""
